lat,lon,time,omega_x,omega_y,omega,pr_wtr,rhum_x,rhum_y,rhum,slp,tmp_x,tmp_y,tmp,uwnd_x,uwnd_y,uwnd,vwnd_x,vwnd_y,vwnd,rain
30,70,1/11/2015,0.011999999,0.104499996,-0.0165,11.45,24,14.5,39.75,101662.5,296.8,285.75,296.2,34.75,17.350002,1.8500007,-1.9,-0.17500001,0.3500011,-9999
30,70,1/12/2015,-0.24625,-0.10800001,-0.07575,13.924999,43.25,28.25,41.25,101557.5,296.8,286.2,296.1,36.85,15.100001,-2.1499996,9.675,4,1.6750011,-9999
30,70,1/13/2015,-0.1085,-0.043750007,0.01025,12.225,5,57.25,38.5,101375,296.8,287.625,296.1,31.25,10.500002,0.87500113,1.4750001,1.450001,-1.5499992,-9999
30,70,1/14/2015,0.41375,0.36275,0.14825,8.675,4.75,17.5,47.5,101727.5,296.8,287.15002,296.025,12.625,-0.64999956,-1.5249984,-21.6,-12.049998,-4.049999,-9999
30,70,1/15/2015,0.15924999,0.15674993,0.093,6.9249997,6,6.25,47.5,101957.5,296.8,283.975,296,17.75,7.9750013,-0.07499847,-15.374999,-9.5,-3.3999996,-9999
30,70,1/16/2015,0.13675,0.12549993,0.018,5.1749997,18,4.5,29.75,101822.5,296.8,283.6,295.92502,18.3,6.925001,0.72500074,-14.85,-9.1,-2.25,-9999
30,70,1/17/2015,0.078999996,0.095750004,0.036,7.0249996,22.75,23.5,28.25,101842.5,296.8,282.975,295.9,23.675,6.4750004,1.1500007,-9.15,-4.95,-2.1749988,-9999
30,70,1/18/2015,0.03675,0.005499877,0.010499999,8.275,20.5,39.75,22.25,101667.5,296.8,283,295.8,27.25,8.050001,-0.325,-1.9,-0.22500002,1.0500015,-9999
30,70,1/19/2015,0.066,0.07225,-0.043249995,9.049999,60.75,43,24.75,101612.5,296.8,283.15,295.775,20.900002,4.8500004,-1.1999999,3.9,0.52500004,0.8500004,-9999
30,70,1/20/2015,-0.088,-0.14725,-0.117750004,11,72.75,60.5,34.5,101547.5,296.8,284.85,295.7,18.650002,3.1750007,-4.4499993,14.499999,11.075,1.7750007,-9999
30,70,1/21/2015,-0.0725,-0.09774999,-0.0675,12.725,17,73.25,54.25,101895,296.8,286.025,295.67502,19,6.800001,-1.699998,14.25,6.675,1.05,-9999
30,70,1/22/2015,0.0635,0.10824994,0.133,9.625,36.5,50.25,44.75,102052.5,296.8,285.375,295.6,16.85,8.825001,0.8000008,2,1.1,-2.6749992,-9999
30,70,1/23/2015,0.1585,0.2215,0.119,6.5250006,26.25,16,36.25,102100,296.8,283.65,295.575,22.125,7.7000003,-0.27499884,-1.825,-3.8249998,-2.775,-9999
30,70,1/24/2015,-0.040749997,0.051999945,0.083500005,9.15,47.75,36.75,41.75,101895,296.8,283.02502,295.5,27.1,8.525002,-0.074998856,8.099999,1.4,-1.0499992,-9999
30,70,1/25/2015,-0.011000061,0.016999878,0.119,7.95,14.75,33.25,35,101972.5,296.8,283.4,295.475,21.5,9.575002,1.9500011,3.7500002,1.125,-2.0749996,-9999
30,70,1/26/2015,0.05,0.04275,0.11925,5.7249994,13,28.75,26.75,102105,296.8,281.55,295.4,23.375,10.300001,0.57500196,-3.55,-1.15,-0.84999955,-9999
30,70,1/27/2015,0.13024993,0.17574994,0.17249994,5.35,33,20.25,32.75,102020,296.8,280.075,295.32498,23.6,11.35,0.9750004,-8.349999,-4.7749996,-2.8249984,-9999
30,70,1/28/2015,0.13124993,0.08825,0.106,8.974999,12.75,60.75,35.75,101842.5,296.8,280.2,295.275,23.75,11.225002,2.075,-12.525,-5.6,-2.3999996,-9999
30,70,1/29/2015,0.288,0.2585,0.113249995,5.975,16.5,20.75,28.5,101835,296.8,281.375,295.2,29.75,13.6,0.70000005,-24.9,-8.4,-1.8749992,-9999
30,70,1/30/2015,0.13825,0.09425001,0.019,10.575,51.5,50.25,22.5,102030,296.8,281.625,295.125,32.975002,14.625,0.07500077,-19.4,-7.8,1.0999999,-9999
30,70,1/31/2015,0.08925,0.088999934,-0.026999999,10.425,21.5,58,20,101557.5,296.8,283.725,295.1,29.3,12.825001,0.14999998,-12.424999,-3.9,2.2,-9999
30,70,2/1/2015,0.007750002,-0.00775,-0.01575,7.85,16.5,34.25,18.75,101450,296.8,285.275,295.025,21.849998,11.150002,-3.7499983,-2.425,-2.1749992,-0.125,-9999
30,70,2/2/2015,-0.044,-0.015499998,0.008999999,11.375,72.75,83.5,24.75,101670,296.8,286.25,295,11.675,7.675001,-1.5999992,2.7,0.72499996,-0.9249996,-9999
30,70,2/3/2015,0.26275,0.20949994,0.1415,8.275,5,15.5,35.75,101945,296.8,286.77502,295,16.825,7.925,2.7750008,-11.325,-4.35,-2.125,-9999
30,70,2/4/2015,0.07625,0.117,0.091000006,8.875,9.75,10.5,41,102230,296.8,284.3,294.9,12.675,6.500001,-1.1249998,-4.95,-5.1,-3.625,-9999
30,70,2/5/2015,0.009,0.04075,0.04775,9.75,32,27.5,31.5,101780,296.8,284.6,294.9,10.400001,5.150001,1.400002,4.25,-2.5,-1.25,-9999
30,70,2/6/2015,-0.021,-0.015250122,-0.014,13.725,60,60.25,37.25,101620,296.8,285.95,294.82498,8.875,3.3750007,0.95000076,6.2,0.22500002,1.8000011,-9999
30,70,2/7/2015,-0.000999998,-0.008499999,-0.028,12.425001,60.75,57.5,39,101620,296.8,286.525,294.8,11.8,9.825,1.5000007,1.925,1.225,1.6750003,-9999
30,70,2/8/2015,0.07475,0.136,0.111499995,7.025,5.5,19.75,31.25,101902.5,296.8,285.65,294.8,13.049999,8.8,-0.5749981,-8.474999,-6.125,-3.4999995,-9999
30,70,2/9/2015,0.040749997,0.084750004,0.004249999,7.9,10.75,22.75,29.25,101995,296.8,284.525,294.7,6.075,0.825,-1.5999993,-5.3,-4.45,-1.7999996,-9999
30,70,2/10/2015,0.03125,0.0545,-0.002749999,9.95,65.75,44.25,27.5,101882.5,296.8,285.15,294.7,10.375,4.825,0.2500019,-3.575,-3.8000002,-1.9249992,-9999
30,70,2/11/2015,0.120749936,0.120749936,0.071499996,12.6,30,51,29.25,101542.5,296.8,287.525,294.67502,13,5.325001,2.1500015,-18,-9,-1.9499997,-9999
30,70,2/12/2015,0.15375,0.1995,0.06775,16.15,39.75,45.25,34.75,101415,296.8,289.25,294.6,17.825,8.400001,2.4750004,-17.625,-10.625,-0.6749985,-9999
30,70,2/13/2015,0.156,0.074,0.00825,16.425,43.25,42.25,30,101035,296.8,291.09998,294.6,21.825,10.025002,3.9500008,-12.775001,-5.5,0.47500116,-9999
30,70,2/14/2015,0.16625,0.11175001,0.04875,13.924999,24.25,33,30,100982.5,296.8,292.05,294.6,25.350002,10.350001,1.0500015,-14.15,-5.95,-2.6999984,-9999
30,70,2/15/2015,0.024249941,-0.024000062,-0.048499998,16.8,66,52.25,28.5,100897.5,296.8,293.55002,294.6,27.675,14.15,1.1500003,-3.7749999,-0.3250001,2.6250007,-9999
30,70,2/16/2015,0.08675,0.05549994,0.026999999,18.825,60,45.5,41.25,101060,296.8,294.90002,294.6,26.5,13.025,-1.7249995,-6.75,-0.37500003,-2.525,-9999
30,70,2/17/2015,0.0915,0.13725,0.100250006,17.2,40.25,53.75,40.25,101215,296.8,293.625,294.6,24.275002,14.325001,-1.3249996,-5.675,-3.4,-2.6749997,-9999
30,70,2/18/2015,0.1145,0.08575,0.0765,14.05,38.75,49.75,31,101012.5,296.8,291.95,294.6,19.275002,10.400001,0.050000727,-8.224999,-4.225,-0.57499963,-9999
30,70,2/19/2015,-0.04225,-0.05075,-0.094,17.599998,72,73,30.5,101020,296.8,292.425,294.6,17.025,13.150002,-0.9499993,1.6,1.175,1.4250008,-9999
30,70,2/20/2015,0.11974999,0.11400001,-0.0555,18.8,61.5,62.75,40.75,101345,296.8,294.275,294.6,19.225,11.275002,-2.6499994,-5.3,-2.8249998,0.30000037,-9999
30,70,2/21/2015,0.118999995,0.1485,-0.0115,19.325,68.25,52.5,45.75,101585,296.8,292.6,294.6,20.45,12.175001,-2.049998,-4.5000005,-2.075,1.4750007,-9999
30,70,2/22/2015,0.06375,0.067250006,-0.064500004,14.275001,75.5,19.75,36.25,101392.5,296.8,292.95,294.6,17.025,8.900002,-1.4249992,7.425,5.3999996,0.22500122,-9999
30,70,2/23/2015,-0.2045,-0.30075002,-0.32825,21.5,83.25,56.25,47.75,101117.5,296.8,295.7,294.6,22.525,8.400001,-1.8499999,25.775,18.775,7.125002,-9999
30,70,2/24/2015,-0.3285,-0.35000002,-0.12450001,17.425001,45,51.75,54.5,100905,296.8,294.675,294.6,21.6,7.6500015,3.7500012,25.725002,15.8,4.550001,-9999
30,70,2/25/2015,0.04175,0.121999994,0.2475,4.2749996,14.25,15,25.75,100927.5,296.8,288.92502,294.6,32.125,14.225,5.9750013,0.99999976,3.6000006,-1.6499991,-9999
30,70,2/26/2015,0.06825,0.09274994,0.15125,7.75,20,31.75,40,101182.5,296.8,285,294.6,28.150002,9.900001,-1.625,-1.325,-1.0250001,-4.1249995,-9999
30,70,2/27/2015,0.02774994,0.059249878,0.013500001,9.6,37,59,41,101357.5,296.8,285.8,294.5,20.075,5.3000007,-1.6249993,7.8500004,0.625,-2.0749996,-9999
30,70,2/28/2015,-0.08499999,-0.053249996,-0.026250001,11.174999,89,79.75,39.75,101337.5,296.8,288.47498,294.5,8.950001,2.825001,-2.6249988,10.1,2.025,-2.9,-9999
30,70,3/1/2015,-0.008749999,0.07599988,0.091,14.875,78.75,85,52.25,101032.5,296.8,289.975,294.5,4.2250013,4.825001,-2.8499987,7.675,4.9249997,-4.025,-9999
30,70,3/2/2015,0.042000003,0.08499994,0.1385,8.975,32.75,42.25,36.25,101057.5,296.8,287.85,294.5,15.175001,7.800002,3.2250006,-0.5,1.575,0.17500004,-9999
30,70,3/3/2015,0.078999996,0.001750004,-0.0055,10.674999,33.75,71,30,101247.5,296.8,288.025,294.4,31.6,9.35,1.1000012,-10.35,-1.1750001,0.9250001,-9999
30,70,3/4/2015,0.07975001,-0.096,-0.092999995,12.875,27,75.25,34.75,101192.5,296.8,289.675,294.4,36.65,12.825001,0.050001502,-10,0.9250001,2.3999999,-9999
30,70,3/5/2015,0.03175,-0.01125,-0.1025,15.4,33.75,72.25,45,101390,296.8,290.85,294.4,31.725,11.725001,-1.8999981,-5.35,3.1,2.2750015,-9999
30,70,3/6/2015,-0.001499999,0.006999996,-0.057000004,15.625,16.75,42.25,57.75,101687.5,296.8,290.1,294.4,25.075,7.175001,-2.1499994,-1.1,0.6,2.125,-9999
30,70,3/7/2015,-0.06674999,-0.098,0.011500001,12.675,35.5,43.75,47.5,101292.5,296.8,291.2,294.4,25.875,12.125001,3.8750012,6.25,4.8,1.9750003,-9999
30,70,3/8/2015,0.17425,0.1295,0.1605,4.05,9.5,15.5,19.25,101525,296.8,289.05,294.4,20.95,11.325001,3.1750011,-11.075,-5.75,-3.8499987,-9999
30,70,3/9/2015,0.18525001,0.23849988,0.11525,6.0249996,20.25,9.75,25.75,102142.5,296.8,287.1,294.32498,18.100002,8.750001,0.67500037,-8.75,-5.799999,-2.4999995,-9999
30,70,3/10/2015,-0.03425,0.021499999,0.03725,9.65,39.75,19.75,38,102002.5,296.8,286.4,294.3,17.25,8.875,0.8500005,3.475,1.5500003,-0.574999,-9999
30,70,3/11/2015,0.002999998,0.011,-0.03775,11.674999,66.25,37.5,34,101762.5,296.8,288.27502,294.3,13.775,4.8,-0.69999886,7.8500004,2.075,0.15000077,-9999
30,70,3/12/2015,-0.02825,-0.009250063,-0.05325,12.45,60.5,34.75,39.25,101707.5,296.8,290.025,294.3,11.250001,5.200001,-0.5749993,6.875,2.025,-1.9999995,-9999
30,70,3/13/2015,-0.1725,-0.14050001,-0.0945,15.15,57.75,65,40,101300,296.8,292.59998,294.3,2.350001,-0.37499928,-1.875,10.450001,4.25,-2.15,-9999
30,70,3/14/2015,-0.17675,-0.18475,-0.107999995,21.375,97,84,68.5,101312.5,296.8,291.225,294.3,0.35000008,-3.7249992,-3.1999986,8.85,4.2999997,-0.425,-9999
30,70,3/15/2015,-0.04525,-0.026749998,0.026000004,19.525002,79.25,73.5,67,101325,296.8,289.925,294.2,3.1750007,1.6000004,-1.5249996,0.14999998,-0.79999995,-2.75,-9999
30,70,3/16/2015,0.08725,0.055999998,0.02025,16.725,45,37.25,63.75,101677.5,296.8,289.45,294.075,13.5,4.8750005,-1.225,-4.9,-2.4750001,-1.075,-9999
30,70,3/17/2015,0.198,0.1785,0.062250003,15.075001,24.25,26,56.5,101800,296.8,290,293.975,18.625,7.175,-0.050000012,-10.475,-7.4750004,-1.5250001,-9999
30,70,3/18/2015,0.18349999,0.15224999,0.01625,12.575001,27.5,17.75,37.75,101275,296.8,293.22498,293.9,18.900002,6.925,2.8750014,-10.25,-6.85,-2.074999,-9999
30,70,3/19/2015,-0.01425,-0.067499995,-0.0885,19.7,49,60.75,42.25,101312.5,296.8,294.625,293.9,23.7,7.875001,1.3000011,-2.7,-0.59999996,0.15,-9999
30,70,3/20/2015,0.109249994,0.0285,0.0155,22.475,24.75,72.25,46.25,101407.5,296.8,295.675,293.95,22.6,7.000001,-0.14999884,-8.15,-2.9,-2.474999,-9999
30,70,3/21/2015,0.05375,0.07125001,0.05675,22,61.5,45.75,44.5,101442.5,296.8,297.175,293.975,17.125,6.450001,-1.6249988,-3.825,-4.2000003,-3.0499992,-9999
30,70,3/22/2015,0.07275,0.0625,0.022250002,20.3,44.25,36.5,39.75,101237.5,296.8,298.275,294.05,12.15,6.050001,0.95000076,-2.6750002,-4.525,-3.7000003,-9999
30,70,3/23/2015,0.030000003,0.029,-0.06575,19.8,52.25,46.75,29.5,100917.5,296.8,300.22498,294.125,12.6,5.575001,3.2250013,-1.825,-2.925,-1.225,-9999
30,70,3/24/2015,0.058750004,0.03425,0.017,22.075,25,56.25,30,100822.5,296.8,301.825,294.25,16.575,5.7250004,2.7500012,2.3000002,-0.775,-0.8499989,-9999
30,70,3/25/2015,0.0085,0.021,-0.02775,19.8,14,26,43,101310,296.8,299.9,294.32498,14.225,4.300001,-1.4249982,3.4,-0.39999998,-3.0249991,-9999
30,70,3/26/2015,0.12275,0.0925,-0.019000003,19.150002,36.25,25.5,38.5,101332.5,296.8,298.675,294.4,13.900002,6.7750006,-1.2499988,-1.3249999,-3.224998,-1.3749989,-9999
30,70,3/27/2015,0.01725,-0.01425,-0.054750003,18.625,8.5,34.25,36.5,101292.5,296.8,298.25,294.45,7.625001,4.2000003,-0.049999207,7.175,2.000001,0.77500033,-9999
30,70,3/28/2015,-0.1035,-0.12,-0.09899999,23.199999,37,70.5,31.5,100857.5,296.8,300.2,294.5,11.8,8.400002,1.4500008,10,6.05,1.6750004,-9999
30,70,3/29/2015,0.02025,0.001000002,0.02775,19.399998,9.5,50.5,42.25,100695,296.8,297.15002,294.57498,8.875,5.7500014,-0.59999883,-0.025000572,2.4000003,-3.2749994,-9999
30,70,3/30/2015,0.0355,0.095,0.08675,19.7,29.75,39.25,47,100965,296.8,297.4,294.6,12.35,4.7750006,-3.524999,-8.75,-7.6749997,-3.5999997,-9999
30,70,3/31/2015,0.0445,0.09774999,0.003,23.224998,64.5,61,44.5,100885,296.8,297.72504,294.625,21.075,8.100001,-2.5249991,-10.2,-5.5,0.97500074,-9999
30,70,4/1/2015,-0.058749996,-0.084,-0.098000005,21.5,59,65.5,31.5,100540,296.8,298.625,294.7,30.55,16.075,1.9750011,-6.3500004,1.7750001,3.1000004,-9999
30,70,4/2/2015,-0.12499999,-0.15349999,-0.058,25.55,86,78.25,38.75,100607.5,296.8,298.2,294.7,27.650002,15.950001,-1.7499988,0.24999988,4.7,-2.4250002,-9999
30,70,4/3/2015,-0.029,-0.01575,-0.003,25.275,32.5,72.25,55.5,100410,296.8,296.875,294.775,16.050001,12.250001,2.400001,-2.925,-1.8249996,-1.7749996,-9999
30,70,4/4/2015,0.11725001,0.08775,0.098000005,15.9,28,9.75,47,100437.5,296.8,294.95,294.8,22.175003,4.625001,-0.3999992,-10.65,-4.6499996,-3.9249988,-9999
30,70,4/5/2015,0.14175,0.05375,-0.022750001,18.275,16.25,50.5,37,100560,296.8,298.55,294.82498,25.150002,7.7750006,1.2000006,-10.75,-4.924999,-0.7749992,-9999
30,70,4/6/2015,-0.043749996,-0.07925,-0.020499999,23.474998,31.25,92,40.25,100687.5,296.8,299.7,294.9,19.025002,8.475001,1.8500007,-4.25,-3.1749988,-1.4999993,-9999
30,70,4/7/2015,0.09975,0.06125,0.026,19.7,8.5,45.75,50.75,100960,296.8,297.325,294.975,10.025,5.000001,-0.54999924,-9.225,-4.299999,-1.2999988,-9999
30,70,4/8/2015,0.138,0.116,0.045250002,16.4,9,11.25,51.75,101227.5,296.8,295.95,295,9.375,3.1500006,-0.6499989,-9.4,-4.65,-0.7249985,-9999
30,70,4/9/2015,0.0545,0.007500001,-0.01625,17.099998,30.75,34.75,34.5,101027.5,296.8,299,295.025,8.925001,2.4500012,0.95000076,-1.4499999,-4.725,-1.3749992,-9999
30,70,4/10/2015,-0.04625,-0.022,0.032,20.125,76.5,66.75,30.5,100825,296.8,301.02502,295.1,4.4250016,4.225001,1.8250008,1.25,-0.9,-3.1499996,-9999
30,70,4/11/2015,0.0145,0.004000001,0.046,24.199999,58.75,91.5,38.25,100845,296.8,300.42502,295.17502,2.4750009,3.1000013,0.5000015,-4.325,-1.375,-2.2499998,-9999
30,70,4/12/2015,0.19325,0.09225,0.031999998,20.75,20.5,46.5,38,101135,296.8,299.475,295.25,-1.7499988,-0.34999964,-0.67499924,-21.175001,-6.674999,-2.024999,-9999
30,70,4/13/2015,0.03275,-0.027,-0.06775001,16.15,29.75,10.75,27.25,101122.5,296.8,300.92502,295.3,0.47500074,-2.4999988,-0.42499888,-12.775001,-5.924999,0.5500008,-9999
30,70,4/14/2015,0.03425,0.016,-0.0725,17.075,25.5,34.5,23.5,101105,296.8,302.1,295.375,7.625,-2.1749983,-0.14999886,-5.25,-4.075,1.8750007,-9999
30,70,4/15/2015,0.1175,0.035499997,-0.055749997,19.25,14,52.5,24.25,101032.5,296.8,302.875,295.45,11.3,3.850001,1.1750004,-8.200001,-4.4249997,3.9500012,-9999
30,70,4/16/2015,0.20199999,0.09175,0.02875,19.725,30.25,54,25.5,101212.5,296.8,303,295.5,11.7,3.3000002,0.12500077,-13.6,-7.7249994,-0.375,-9999
30,70,4/17/2015,0.14375,0.17774999,0.110999994,18.724998,54.5,46,21.25,100780,296.8,302.175,295.6,18.7,10.275,2.8250012,-14.15,-7.775,-2.6749997,-9999
30,70,4/18/2015,0.002249999,0.028500002,0.03575,20.675001,51.5,51.25,22.25,100252.5,296.8,302.025,295.65002,17.150002,8.275002,2.0500011,-4.45,-4.425,-2.5249991,-9999
30,70,4/19/2015,-0.081,-0.15375,-0.0685,18.5,32.5,50.5,19.25,100107.5,296.8,305.40002,295.7,22.6,12.85,3.3000019,5.675,7.1,2.875001,-9999
30,70,4/20/2015,-0.002999999,0.02075,0.12125,7.1000004,1.5,9,11.75,100632.5,296.8,302.95,295.8,19.900002,7.675002,1.8000003,0.125,-0.15000007,-4.0749984,-9999
30,70,4/21/2015,0.049000002,0.055749997,0.060500003,8.1,5.75,13.75,14.5,100712.5,296.8,301.45,295.82498,16.025,3.8000004,1.4750007,-2.775,-4.1499996,-3.875,-9999
30,70,4/22/2015,0.097,0.07675,0.079500005,9,4.5,23,12.25,100415,296.8,301.97498,295.9,12.750001,2.1750011,2.3250003,-6.7249994,-6.2749987,-4.35,-9999
30,70,4/23/2015,0.13525,0.04875,0.050750002,9.575,3,25.5,13,100387.5,296.8,301.82498,295.9,7.6000004,1.2750014,4.0750003,-12.25,-5.825,-3.4749985,-9999
30,70,4/24/2015,0.18425,0.027750004,0.04425,11.724999,2.75,25.25,14.25,100422.5,296.8,303.44998,295.975,10.475001,4.4250007,3.400001,-17.849998,-8.875,-2.7999985,-9999
30,70,4/25/2015,0.11725,0.011999999,-0.07275,14.9,13.75,36,16.5,100392.5,296.8,303.15,296,8.55,4.6250005,2.6000009,-13.474999,-7.675,-1.0749989,-9999
30,70,4/26/2015,0.182,-0.051,-0.13125001,17.6,22.75,35.5,16.5,100437.5,296.8,303.75,296.05,14.200001,5.6750007,1.8500004,-10.3,-4.425,2.575,-9999
30,70,4/27/2015,0.052,-0.03175,-0.04275,15.324999,35.5,25.25,19,100515,296.8,305.525,296.1,22.975002,12.525001,1.9750005,-5.9,-2.3500001,-2.8999999,-9999
30,70,4/28/2015,0.13149999,0.12725,0.08575,13.6,17.75,18.75,21.75,100590,296.8,303.65,296.15002,15.825002,7.4750013,0.52500117,-9.925,-6.95,-4.5,-9999
30,70,4/29/2015,-0.049500003,-0.118,-0.037,12.900001,50,33.75,12.75,100360,296.8,303.825,296.2,18.800001,8.975,1.5250014,-0.49999994,-0.3499993,-0.9499981,-9999
30,70,4/30/2015,0.068,0.026,0.009,10.675,14.5,18.5,16.25,100525,296.8,303.3,296.2,19,7.450001,-0.59999853,-3.625,-0.4999996,-4.0749984,-9999
30,70,5/1/2015,0.1185,0.0845,0.0675,13.75,8.75,32,21,100702.5,296.8,300.95,296.275,13.850002,6.4750013,0.15000036,-9.049999,-5.825,-3.85,-9999
30,70,5/2/2015,0.11125,0.04675,0.047,12.625,6.25,46,15.25,100615,296.8,301.425,296.3,11.800001,5.325001,0.7750011,-9.95,-7.0250006,-3.65,-9999
30,70,5/3/2015,0.05075,0.029999997,-0.053999998,12.525,7.5,34.75,16,100687.5,296.8,300.675,296.3,1.0750008,1.0000012,-0.9749989,-3.875,-3.7999997,-1.025,-9999
30,70,5/4/2015,0.031,0.008000001,-0.0805,11.35,0.75,17.25,15.75,100697.5,296.8,302.325,296.3,-5.3,-1.549998,0.55000156,-0.75,-2.25,-0.4,-9999
30,70,5/5/2015,0.08875,0.012750001,-0.025,11.674999,9.25,27.25,12.25,100472.5,296.8,305.3,296.375,-1.275,1.425,4.600001,-2.625,-2.9499998,-1.3999984,-9999
30,70,5/6/2015,0.028499998,0.0025,-0.035,12.775001,24.25,33.5,11,100322.5,296.8,306.775,296.4,0.6,1.1500003,6.250001,0.67499983,-1.8,-0.59999925,-9999
30,70,5/7/2015,-0.050499998,-0.02225,-0.005000003,12.075,7.25,31,12.25,100342.5,296.8,307.35,296.475,3.025,1.1000011,4.025001,4.7999997,-1.925,0.3,-9999
30,70,5/8/2015,-0.04775,-0.07975,-0.02,17.699999,20,51.25,16.25,100250,296.8,307.72498,296.5,3.375,0.9000008,2.1750007,2.5500002,-1.825,-0.19999923,-9999
30,70,5/9/2015,0.05475,0.0185,-0.03575,19.974998,29.25,61.25,18.75,100127.5,296.8,307.52502,296.57498,4.850001,2.7750008,2.1000016,-2.1000001,-1.775,-1.225,-9999
30,70,5/10/2015,-0.015749998,-0.057749998,-0.064,18.9,36.25,64,15,100317.5,296.8,306.9,296.6,5.925002,0.4500004,1.3750007,-0.5,0.35,-0.9249989,-9999
30,70,5/11/2015,-0.113,-0.098,-0.06375,23.900002,40.25,89,22,100482.5,296.8,307.975,296.67502,10.200001,4.075001,-0.5499996,6.75,4.25,-2.4499989,-9999
30,70,5/12/2015,-0.04875,-0.036,0.076249994,22.075,18.75,71.75,27,100650,296.8,307.1,296.7,9.175001,5.5250006,-0.17499927,-0.65000004,-0.075,-2.824999,-9999
30,70,5/13/2015,0.059,-0.015250002,0.024249999,25.074999,14.75,78.25,34.5,100710,296.8,304.55,296.8,6.9750004,5.025001,0.95000076,-8.325001,-2.375,-1.5999995,-9999
30,70,5/14/2015,0.0735,-0.026999999,-0.0555,21.5,6.25,57,29.25,100685,296.8,304.45,296.8,8.200002,5.7250004,1.9750011,-11.975,-3.3749995,-0.049999624,-9999
30,70,5/15/2015,0.1595,0.0245,-0.029,16.925,13.5,24.5,22.75,100607.5,296.8,305.025,296.85,7.500001,4.4750013,1.8000011,-19.175001,-6.45,-0.67499995,-9999
30,70,5/16/2015,0.122999996,0.04075,-0.009499999,15.424999,22.5,25.5,15.75,100275,296.8,305.775,296.9,12.724999,2.3500009,1.7250016,-11.6,-6.175,0.3,-9999
30,70,5/17/2015,0.108500004,0.019749999,-0.014250001,17.775,16,45,13.75,100002.5,296.8,305.825,296.9,24.6,7.3750014,1.2000008,-6.0499997,-3.9499998,-0.59999996,-9999
30,70,5/18/2015,0.040249996,0.025749998,-0.01475,19.675,24.75,46,17.5,100050,296.8,305.875,297,27.325,8.950001,0.7250004,-0.15000004,-2.3,-3.0999994,-9999
30,70,5/19/2015,0.06475,0.0265,0.035499997,18.25,15.75,55.5,17,100290,296.8,306.77502,297,25.775002,9.025002,1.2000008,0.24999999,-2.2,-2.0749996,-9999
30,70,5/20/2015,0.051749997,-0.0065,0.00475,10.55,9,29.75,10.75,100340,296.8,308.1,297.07498,16.250002,5.15,2.6750002,-4.375,-2.175,-1.9999985,-9999
30,70,5/21/2015,0.006500001,-0.01275,0.017499998,7.475,20.75,16.75,7,100200,296.8,307.5,297.1,14.975,5.6750007,3.0750017,-1.1,-3.3000002,-2.95,-9999
30,70,5/22/2015,0.091,-0.002000001,0.038999997,10.55,33.5,28,5.75,100007.5,296.8,307.09998,297.17502,12.325001,7.2000017,3.7250006,-5.625,-2.874999,-4.0249996,-9999
30,70,5/23/2015,0.12375,-0.001749999,0.046499997,14.775,18,33.25,11,99830,296.8,309.05002,297.2,18.025002,9.800002,6.175001,-8.65,-1.8999999,-4.574999,-9999
30,70,5/24/2015,0.05075,0.007750001,0.09550001,13.6,34,24.5,12,99837.5,296.8,309.375,297.275,15.675001,6.7250004,3.5500011,-4.7000003,-3.7749999,-5.375,-9999
